Item Purchased,Category,Size,Color,Season,Review Rating,Product_ID
Blouse,Clothing,M,Magenta,Fall,4.8,PROD4778
Belt,Accessories,L,Yellow,Spring,3.2,PROD4779
Sunglasses,Accessories,L,Blue,Winter,4.3,PROD4780
Boots,Footwear,M,Charcoal,Winter,4.1,PROD4781
Sandals,Footwear,M,Blue,Spring,4.6,PROD4782
Gloves,Accessories,S,Cyan,Spring,3.8,PROD4783
Skirt,Clothing,M,Silver,Spring,4.5,PROD4784
Skirt,Clothing,M,Black,Winter,3.1,PROD4785
Blouse,Clothing,S,Green,Summer,2.9,PROD4786
Handbag,Accessories,M,Violet,Spring,3.8,PROD4787
Boots,Footwear,XL,Pink,Spring,4.1,PROD4788
Boots,Footwear,M,Olive,Summer,3.1,PROD4789
Sweater,Clothing,L,Orange,Fall,5,PROD4790
Socks,Clothing,M,Black,Spring,4.5,PROD4791
Gloves,Accessories,M,Yellow,Fall,2.8,PROD4792
Shorts,Clothing,L,Violet,Winter,3.2,PROD4793
Boots,Footwear,M,Silver,Spring,3.1,PROD4794
Jacket,Outerwear,M,Gold,Fall,3.3,PROD4795
Scarf,Accessories,M,Magenta,Winter,3.4,PROD4796
Jacket,Outerwear,M,Red,Winter,3.8,PROD4797
Jewelry,Accessories,M,Green,Winter,3.5,PROD4798
Hoodie,Clothing,XL,Red,Winter,4.8,PROD4799
T-shirt,Clothing,L,Pink,Spring,3.9,PROD4800
Shirt,Clothing,L,Violet,Fall,3.4,PROD4801
Shirt,Clothing,M,Indigo,Winter,2.6,PROD4802
Coat,Outerwear,L,Red,Fall,3.1,PROD4803
T-shirt,Clothing,M,Violet,Winter,3.3,PROD4804
Hoodie,Clothing,M,Cyan,Spring,2.8,PROD4805
Sunglasses,Accessories,S,Black,Fall,4.3,PROD4806
Blouse,Clothing,L,Purple,Spring,2.7,PROD4807
Hoodie,Clothing,M,Charcoal,Spring,4.4,PROD4808
Skirt,Clothing,M,Beige,Spring,3.9,PROD4809
Shorts,Clothing,XL,Teal,Summer,3,PROD4810
Jeans,Clothing,M,Purple,Summer,4,PROD4811
Jacket,Outerwear,M,Blue,Fall,3.7,PROD4812
Hoodie,Clothing,XL,Magenta,Fall,3.8,PROD4813
Shirt,Clothing,S,Maroon,Summer,3.3,PROD4814
T-shirt,Clothing,L,Gold,Winter,3.6,PROD4815
Blouse,Clothing,L,Black,Fall,3.9,PROD4816
Skirt,Clothing,M,Black,Spring,3.5,PROD4817
Backpack,Accessories,XL,Yellow,Winter,3.4,PROD4818
Shorts,Clothing,M,Turquoise,Fall,4.7,PROD4819
Shirt,Clothing,L,Lavender,Spring,3,PROD4820
Backpack,Accessories,L,Yellow,Summer,3.9,PROD4821
Shoes,Footwear,L,Olive,Summer,4.5,PROD4822
Skirt,Clothing,S,Brown,Fall,4.1,PROD4823
Dress,Clothing,M,Olive,Summer,4.5,PROD4824
Hat,Accessories,M,Purple,Fall,4,PROD4825
Handbag,Accessories,M,Yellow,Winter,4.3,PROD4826
Handbag,Accessories,L,Brown,Fall,3.6,PROD4827
Blouse,Clothing,M,Magenta,Fall,3.1,PROD4828
Scarf,Accessories,L,Lavender,Fall,2.6,PROD4829
Jewelry,Accessories,XL,Teal,Fall,3.4,PROD4830
Skirt,Clothing,L,Cyan,Spring,2.9,PROD4831
Hoodie,Clothing,L,Pink,Winter,5,PROD4832
Scarf,Accessories,M,Magenta,Summer,4.6,PROD4833
Jeans,Clothing,M,Teal,Fall,3.3,PROD4834
Jacket,Outerwear,M,Indigo,Fall,2.9,PROD4835
T-shirt,Clothing,S,Pink,Winter,4.9,PROD4836
Pants,Clothing,M,Charcoal,Winter,5,PROD4837
Shoes,Footwear,M,Brown,Summer,4.5,PROD4838
Jacket,Outerwear,M,Blue,Fall,3.7,PROD4839
Scarf,Accessories,L,Teal,Summer,2.8,PROD4840
T-shirt,Clothing,L,Pink,Spring,3.5,PROD4841
Dress,Clothing,XL,Magenta,Winter,3,PROD4842
Coat,Outerwear,L,Green,Fall,4.3,PROD4843
Sweater,Clothing,M,White,Summer,3.6,PROD4844
Hat,Accessories,M,Indigo,Summer,4.4,PROD4845
Backpack,Accessories,L,Lavender,Summer,4.1,PROD4846
Socks,Clothing,XL,Black,Fall,2.8,PROD4847
Jewelry,Accessories,L,Charcoal,Winter,2.8,PROD4848
Boots,Footwear,L,Gray,Fall,4.9,PROD4849
Coat,Outerwear,M,Gold,Spring,4.1,PROD4850
Sweater,Clothing,M,Silver,Spring,3,PROD4851
Blouse,Clothing,L,Teal,Summer,3,PROD4852
Belt,Accessories,M,Magenta,Spring,3,PROD4853
Hat,Accessories,M,Magenta,Winter,3.2,PROD4854
Sandals,Footwear,M,Beige,Fall,2.7,PROD4855
Boots,Footwear,S,Maroon,Winter,3.8,PROD4856
Jacket,Outerwear,M,Indigo,Winter,3.5,PROD4857
Dress,Clothing,S,Maroon,Spring,3.8,PROD4858
Jeans,Clothing,L,Teal,Summer,3.8,PROD4859
Shorts,Clothing,L,Yellow,Fall,3.4,PROD4860
Shirt,Clothing,M,Gold,Spring,2.9,PROD4861
Coat,Outerwear,M,Teal,Fall,3.4,PROD4862
Coat,Outerwear,S,Violet,Summer,4.7,PROD4863
T-shirt,Clothing,M,Yellow,Fall,3.9,PROD4864
Sweater,Clothing,S,Maroon,Fall,3.6,PROD4865
Skirt,Clothing,M,Silver,Fall,3.7,PROD4866
Blouse,Clothing,S,Violet,Summer,3.1,PROD4867
Sneakers,Footwear,L,White,Summer,4.9,PROD4868
Backpack,Accessories,M,Black,Winter,2.6,PROD4869
Socks,Clothing,M,White,Summer,4.2,PROD4870
Jewelry,Accessories,M,Blue,Winter,4.8,PROD4871
Shorts,Clothing,S,Black,Summer,2.7,PROD4872
Jewelry,Accessories,L,Olive,Fall,2.6,PROD4873
Sweater,Clothing,M,Teal,Spring,2.6,PROD4874
Shirt,Clothing,L,Silver,Summer,3.1,PROD4875
Pants,Clothing,M,Pink,Fall,2.6,PROD4876
Hoodie,Clothing,M,Charcoal,Spring,3.4,PROD4877
Socks,Clothing,M,Silver,Summer,3.6,PROD4878
Dress,Clothing,L,Turquoise,Summer,4.3,PROD4879
Blouse,Clothing,XL,Turquoise,Winter,4.9,PROD4880
Skirt,Clothing,L,Beige,Winter,4.8,PROD4881
Backpack,Accessories,M,Cyan,Winter,4.2,PROD4882
Blouse,Clothing,L,Gold,Winter,2.6,PROD4883
Socks,Clothing,XL,Silver,Spring,3.2,PROD4884
Boots,Footwear,M,Purple,Summer,3.4,PROD4885
Backpack,Accessories,M,Yellow,Summer,3.5,PROD4886
Hat,Accessories,L,Blue,Spring,4.2,PROD4887
Sandals,Footwear,L,Blue,Winter,2.8,PROD4888
Hoodie,Clothing,L,Green,Spring,5,PROD4889
Sunglasses,Accessories,M,Charcoal,Fall,3.3,PROD4890
Jeans,Clothing,M,Violet,Winter,3.7,PROD4891
T-shirt,Clothing,XL,Black,Winter,2.5,PROD4892
Dress,Clothing,M,Teal,Spring,3.2,PROD4893
Belt,Accessories,S,Orange,Spring,3.1,PROD4894
Jewelry,Accessories,S,Brown,Spring,3.5,PROD4895
Hoodie,Clothing,L,Green,Summer,4.6,PROD4896
Blouse,Clothing,M,Silver,Summer,3.3,PROD4897
Jacket,Outerwear,L,Violet,Fall,2.5,PROD4898
Sneakers,Footwear,XL,Peach,Summer,4.6,PROD4899
Boots,Footwear,M,Gold,Spring,4.2,PROD4900
Blouse,Clothing,XL,Violet,Winter,4,PROD4901
Blouse,Clothing,L,Olive,Winter,2.6,PROD4902
Boots,Footwear,S,Orange,Spring,4.6,PROD4903
Scarf,Accessories,S,Teal,Spring,3.5,PROD4904
Sandals,Footwear,M,Gray,Spring,4,PROD4905
Sunglasses,Accessories,L,Black,Winter,4.8,PROD4906
Coat,Outerwear,M,Indigo,Spring,3.9,PROD4907
Sunglasses,Accessories,XL,Lavender,Summer,3.7,PROD4908
Blouse,Clothing,M,Beige,Winter,3.1,PROD4909
Backpack,Accessories,M,Indigo,Winter,3,PROD4910
Belt,Accessories,M,Blue,Summer,2.9,PROD4911
Socks,Clothing,XL,Orange,Fall,2.9,PROD4912
Shoes,Footwear,M,Yellow,Winter,4,PROD4913
Coat,Outerwear,L,Cyan,Winter,3.5,PROD4914
Sweater,Clothing,M,Yellow,Fall,3.8,PROD4915
Shirt,Clothing,M,Cyan,Fall,4.5,PROD4916
Shorts,Clothing,M,Green,Winter,2.7,PROD4917
Shirt,Clothing,XL,White,Winter,2.9,PROD4918
Sunglasses,Accessories,S,Black,Fall,4.9,PROD4919
Shoes,Footwear,L,Charcoal,Winter,3.8,PROD4920
Sunglasses,Accessories,XL,Brown,Spring,4.9,PROD4921
Handbag,Accessories,M,Cyan,Fall,4.6,PROD4922
Sunglasses,Accessories,L,Beige,Winter,3.5,PROD4923
Shirt,Clothing,M,Magenta,Spring,4.2,PROD4924
Shirt,Clothing,L,Indigo,Winter,3.7,PROD4925
Sweater,Clothing,M,Maroon,Spring,2.8,PROD4926
Handbag,Accessories,M,Gray,Winter,4.8,PROD4927
Shirt,Clothing,M,Black,Summer,2.7,PROD4928
Jewelry,Accessories,L,Yellow,Spring,3.6,PROD4929
Socks,Clothing,XL,White,Winter,4.5,PROD4930
T-shirt,Clothing,M,Orange,Spring,4,PROD4931
Jewelry,Accessories,M,Magenta,Fall,4.5,PROD4932
Backpack,Accessories,L,Black,Spring,3.9,PROD4933
Hat,Accessories,M,Brown,Summer,3.8,PROD4934
Gloves,Accessories,M,Orange,Fall,4.7,PROD4935
Sneakers,Footwear,XL,Gray,Spring,4.6,PROD4936
Skirt,Clothing,M,White,Spring,3.6,PROD4937
Handbag,Accessories,M,White,Spring,4.3,PROD4938
Sunglasses,Accessories,M,Violet,Fall,3,PROD4939
Sweater,Clothing,M,Beige,Winter,4.3,PROD4940
Handbag,Accessories,L,Beige,Summer,4.8,PROD4941
Skirt,Clothing,L,Purple,Spring,3.7,PROD4942
Socks,Clothing,M,Brown,Summer,2.6,PROD4943
Shirt,Clothing,M,Orange,Spring,3.4,PROD4944
Sneakers,Footwear,XL,Cyan,Summer,3.9,PROD4945
Belt,Accessories,M,Charcoal,Summer,4.8,PROD4946
Pants,Clothing,L,Purple,Spring,2.8,PROD4947
Jewelry,Accessories,L,Peach,Spring,4.4,PROD4948
Pants,Clothing,M,Violet,Winter,3.1,PROD4949
Jewelry,Accessories,M,Peach,Spring,3.8,PROD4950
Jeans,Clothing,S,Maroon,Winter,4.1,PROD4951
Scarf,Accessories,L,Maroon,Fall,4.6,PROD4952
Belt,Accessories,M,Peach,Spring,4.9,PROD4953
Dress,Clothing,M,Silver,Summer,4.8,PROD4954
T-shirt,Clothing,M,Indigo,Winter,3.9,PROD4955
Boots,Footwear,M,Silver,Winter,2.6,PROD4956
Dress,Clothing,M,Olive,Fall,3.7,PROD4957
Jewelry,Accessories,S,Gray,Fall,4.7,PROD4958
Skirt,Clothing,M,Black,Summer,4.5,PROD4959
Handbag,Accessories,L,Maroon,Summer,4.7,PROD4960
Coat,Outerwear,S,Olive,Spring,3.6,PROD4961
Hoodie,Clothing,S,Gold,Fall,2.8,PROD4962
Pants,Clothing,L,Pink,Fall,4,PROD4963
Boots,Footwear,M,Brown,Spring,3.6,PROD4964
Coat,Outerwear,S,White,Fall,3.8,PROD4965
Scarf,Accessories,M,Blue,Summer,4.4,PROD4966
Boots,Footwear,L,Orange,Fall,2.8,PROD4967
Sneakers,Footwear,L,Silver,Summer,3.4,PROD4968
Sweater,Clothing,S,Gray,Fall,4.9,PROD4969
Belt,Accessories,S,Blue,Fall,4.3,PROD4970
Jewelry,Accessories,M,White,Winter,3.4,PROD4971
Handbag,Accessories,L,Yellow,Fall,3.9,PROD4972
Jacket,Outerwear,S,Indigo,Fall,4.2,PROD4973
Boots,Footwear,M,Blue,Summer,2.7,PROD4974
Sneakers,Footwear,XL,Peach,Summer,4.1,PROD4975
Scarf,Accessories,XL,Lavender,Winter,4.5,PROD4976
Coat,Outerwear,M,Silver,Summer,2.8,PROD4977
Shorts,Clothing,L,Gold,Winter,3.4,PROD4978
Shorts,Clothing,S,Cyan,Spring,3.9,PROD4979
Jeans,Clothing,L,Olive,Fall,2.6,PROD4980
Gloves,Accessories,L,Teal,Fall,4.4,PROD4981
Pants,Clothing,L,Pink,Winter,4.9,PROD4982
Dress,Clothing,M,Orange,Summer,3.6,PROD4983
Pants,Clothing,M,Charcoal,Winter,2.8,PROD4984
Gloves,Accessories,L,Red,Spring,4.3,PROD4985
Belt,Accessories,S,Teal,Summer,3,PROD4986
Belt,Accessories,S,Silver,Summer,3.3,PROD4987
Skirt,Clothing,L,Black,Winter,2.5,PROD4988
Socks,Clothing,S,Pink,Spring,5,PROD4989
Belt,Accessories,XL,Teal,Summer,4.3,PROD4990
Shirt,Clothing,M,Teal,Fall,4.2,PROD4991
Dress,Clothing,L,Green,Summer,3.9,PROD4992
Socks,Clothing,M,Charcoal,Spring,3.9,PROD4993
Jacket,Outerwear,L,Indigo,Spring,4.2,PROD4994
Sweater,Clothing,S,White,Winter,3.5,PROD4995
Jeans,Clothing,M,Orange,Summer,2.5,PROD4996
Jewelry,Accessories,M,White,Spring,2.9,PROD4997
Sweater,Clothing,S,Yellow,Spring,2.7,PROD4998
Hoodie,Clothing,M,Red,Summer,4.7,PROD4999
Sunglasses,Accessories,S,Charcoal,Winter,3.8,PROD5000
Sandals,Footwear,M,Lavender,Winter,3.7,PROD5001
Coat,Outerwear,L,Charcoal,Summer,4.7,PROD5002
Belt,Accessories,M,Maroon,Fall,3.6,PROD5003
Blouse,Clothing,M,Brown,Fall,2.8,PROD5004
Skirt,Clothing,M,Lavender,Winter,3.7,PROD5005
Shorts,Clothing,XL,Brown,Spring,3.5,PROD5006
Dress,Clothing,M,Olive,Summer,3.7,PROD5007
Sunglasses,Accessories,L,Lavender,Winter,3,PROD5008
Shoes,Footwear,M,Gold,Winter,4.9,PROD5009
Belt,Accessories,M,Silver,Winter,4.6,PROD5010
Belt,Accessories,M,Violet,Winter,3.3,PROD5011
Belt,Accessories,S,Brown,Summer,3,PROD5012
Belt,Accessories,M,Teal,Fall,3.5,PROD5013
Skirt,Clothing,L,Peach,Summer,4.2,PROD5014
T-shirt,Clothing,M,Maroon,Spring,4.5,PROD5015
Scarf,Accessories,XL,Lavender,Spring,2.8,PROD5016
Blouse,Clothing,L,Lavender,Summer,4.9,PROD5017
Sunglasses,Accessories,S,Purple,Summer,3.3,PROD5018
Boots,Footwear,M,Green,Summer,3,PROD5019
Jacket,Outerwear,M,Yellow,Winter,3.9,PROD5020
Jeans,Clothing,S,Charcoal,Fall,2.8,PROD5021
Sunglasses,Accessories,S,Blue,Summer,4.5,PROD5022
Sandals,Footwear,M,Lavender,Fall,4,PROD5023
Backpack,Accessories,M,Brown,Summer,2.9,PROD5024
Blouse,Clothing,S,White,Spring,4,PROD5025
Shoes,Footwear,XL,Green,Summer,3.4,PROD5026
Shirt,Clothing,L,Magenta,Fall,2.5,PROD5027
Hoodie,Clothing,XL,Peach,Winter,2.8,PROD5028
Dress,Clothing,L,Charcoal,Summer,3,PROD5029
Dress,Clothing,M,Gold,Summer,3.1,PROD5030
Sneakers,Footwear,XL,Purple,Spring,2.6,PROD5031
Blouse,Clothing,L,Teal,Summer,4.9,PROD5032
Backpack,Accessories,XL,Green,Summer,3.5,PROD5033
Sweater,Clothing,L,Orange,Spring,2.6,PROD5034
Boots,Footwear,L,Peach,Spring,3.5,PROD5035
Handbag,Accessories,M,Gold,Spring,4.5,PROD5036
Hoodie,Clothing,S,Violet,Spring,4.3,PROD5037
Belt,Accessories,L,Charcoal,Summer,4.8,PROD5038
Jewelry,Accessories,M,Brown,Summer,4.2,PROD5039
Blouse,Clothing,L,Blue,Spring,3.2,PROD5040
Handbag,Accessories,M,Gold,Fall,4.1,PROD5041
Handbag,Accessories,M,Orange,Winter,4,PROD5042
Coat,Outerwear,L,Turquoise,Winter,2.9,PROD5043
Belt,Accessories,S,Peach,Fall,2.6,PROD5044
Boots,Footwear,M,Magenta,Winter,2.7,PROD5045
Socks,Clothing,L,Black,Winter,4.6,PROD5046
Shoes,Footwear,M,White,Spring,3.2,PROD5047
Sneakers,Footwear,M,Violet,Fall,4.1,PROD5048
Jewelry,Accessories,M,Olive,Summer,3.9,PROD5049
Handbag,Accessories,L,Red,Summer,3,PROD5050
Coat,Outerwear,S,Green,Spring,3.6,PROD5051
Sunglasses,Accessories,L,Gold,Summer,4.6,PROD5052
Shoes,Footwear,XL,Olive,Spring,4.5,PROD5053
Shoes,Footwear,L,Brown,Winter,3.2,PROD5054
Boots,Footwear,S,Magenta,Summer,4.9,PROD5055
Sandals,Footwear,M,Violet,Fall,5,PROD5056
Gloves,Accessories,M,Beige,Spring,3.8,PROD5057
Backpack,Accessories,M,Blue,Spring,3.4,PROD5058
Handbag,Accessories,S,Orange,Winter,3.8,PROD5059
Sweater,Clothing,L,Maroon,Spring,3.2,PROD5060
Coat,Outerwear,S,Charcoal,Summer,4.7,PROD5061
T-shirt,Clothing,L,Olive,Fall,4.5,PROD5062
Backpack,Accessories,L,Green,Fall,3.3,PROD5063
Sunglasses,Accessories,L,Brown,Winter,3.9,PROD5064
Belt,Accessories,S,Cyan,Winter,3.6,PROD5065
Jacket,Outerwear,M,Beige,Fall,2.8,PROD5066
Skirt,Clothing,L,Teal,Summer,4.3,PROD5067
Belt,Accessories,S,Gray,Spring,3.5,PROD5068
Boots,Footwear,M,Indigo,Winter,4.2,PROD5069
Jeans,Clothing,L,Magenta,Spring,4.6,PROD5070
Shoes,Footwear,XL,Red,Fall,2.6,PROD5071
Sweater,Clothing,L,Turquoise,Spring,3.4,PROD5072
Jewelry,Accessories,L,Peach,Spring,3.1,PROD5073
Shirt,Clothing,L,White,Winter,3.6,PROD5074
Boots,Footwear,L,Maroon,Winter,4.2,PROD5075
Shorts,Clothing,XL,Beige,Winter,3.6,PROD5076
Handbag,Accessories,M,Blue,Summer,3.6,PROD5077
Sweater,Clothing,S,Red,Spring,3,PROD5078
Belt,Accessories,M,Blue,Spring,2.5,PROD5079
Belt,Accessories,M,Maroon,Fall,4,PROD5080
Hoodie,Clothing,L,Yellow,Spring,4.1,PROD5081
Sneakers,Footwear,L,Pink,Winter,4.9,PROD5082
T-shirt,Clothing,M,Maroon,Spring,4,PROD5083
Pants,Clothing,S,Purple,Summer,3.5,PROD5084
Scarf,Accessories,S,Indigo,Spring,3.2,PROD5085
Sweater,Clothing,L,Gray,Winter,2.8,PROD5086
Handbag,Accessories,M,Lavender,Summer,3.5,PROD5087
Shirt,Clothing,M,Charcoal,Spring,3.1,PROD5088
Dress,Clothing,M,Teal,Spring,3.3,PROD5089
Sandals,Footwear,L,Blue,Fall,4.6,PROD5090
Shirt,Clothing,M,Peach,Summer,4.9,PROD5091
Dress,Clothing,L,Orange,Winter,3.4,PROD5092
Sunglasses,Accessories,L,Silver,Fall,3.5,PROD5093
Socks,Clothing,L,Red,Summer,4.8,PROD5094
Sandals,Footwear,M,Gray,Summer,2.7,PROD5095
Hat,Accessories,S,Beige,Fall,3.4,PROD5096
Shirt,Clothing,L,White,Winter,3.5,PROD5097
Shoes,Footwear,M,Silver,Fall,3.7,PROD5098
Pants,Clothing,L,Cyan,Summer,3.3,PROD5099
Shirt,Clothing,S,Maroon,Fall,2.9,PROD5100
Hat,Accessories,L,Purple,Winter,3.9,PROD5101
Jewelry,Accessories,S,Brown,Summer,2.7,PROD5102
Jacket,Outerwear,M,Green,Summer,4.3,PROD5103
Shirt,Clothing,S,Peach,Winter,3,PROD5104
Pants,Clothing,S,Turquoise,Summer,5,PROD5105
Skirt,Clothing,M,Olive,Fall,2.7,PROD5106
Sandals,Footwear,M,Yellow,Winter,4.7,PROD5107
Blouse,Clothing,L,Gray,Winter,4.6,PROD5108
Socks,Clothing,M,Purple,Fall,3.2,PROD5109
Jacket,Outerwear,M,Gray,Winter,4.3,PROD5110
Handbag,Accessories,L,Lavender,Fall,4.6,PROD5111
Belt,Accessories,XL,Indigo,Spring,4.9,PROD5112
Blouse,Clothing,S,Green,Fall,3.8,PROD5113
Shirt,Clothing,L,Green,Summer,2.6,PROD5114
Handbag,Accessories,M,Olive,Spring,4.7,PROD5115
Scarf,Accessories,M,Charcoal,Fall,4.1,PROD5116
Coat,Outerwear,L,Gray,Spring,3.7,PROD5117
Hoodie,Clothing,M,Olive,Fall,3,PROD5118
Shorts,Clothing,L,Blue,Summer,4.7,PROD5119
Sandals,Footwear,XL,Silver,Winter,4.7,PROD5120
Shirt,Clothing,M,Magenta,Fall,4,PROD5121
Hoodie,Clothing,L,Black,Fall,2.6,PROD5122
Socks,Clothing,M,Pink,Fall,3,PROD5123
Handbag,Accessories,XL,Red,Fall,3.3,PROD5124
Jewelry,Accessories,M,Peach,Summer,3.4,PROD5125
Coat,Outerwear,L,Lavender,Spring,4,PROD5126
Sunglasses,Accessories,L,Lavender,Winter,2.6,PROD5127
Gloves,Accessories,M,Beige,Winter,3.4,PROD5128
Jacket,Outerwear,S,Indigo,Fall,4.4,PROD5129
Sandals,Footwear,S,Cyan,Summer,4.7,PROD5130
Pants,Clothing,M,Yellow,Summer,4.5,PROD5131
Jacket,Outerwear,M,Peach,Fall,2.9,PROD5132
Sweater,Clothing,M,Yellow,Summer,4.2,PROD5133
T-shirt,Clothing,M,Orange,Spring,4.1,PROD5134
Boots,Footwear,L,Gray,Spring,4.4,PROD5135
Shoes,Footwear,L,Yellow,Spring,4.7,PROD5136
Skirt,Clothing,M,Gray,Fall,3.1,PROD5137
Coat,Outerwear,M,Turquoise,Spring,2.7,PROD5138
Blouse,Clothing,L,Gray,Fall,4.6,PROD5139
Sunglasses,Accessories,M,Olive,Winter,4.4,PROD5140
Gloves,Accessories,XL,Peach,Summer,4.6,PROD5141
Sunglasses,Accessories,S,Peach,Winter,4.9,PROD5142
Sneakers,Footwear,L,Magenta,Winter,4,PROD5143
Hoodie,Clothing,M,Purple,Summer,2.9,PROD5144
Boots,Footwear,L,Beige,Spring,2.6,PROD5145
Handbag,Accessories,XL,Purple,Spring,4.6,PROD5146
Shirt,Clothing,S,Yellow,Winter,4.9,PROD5147
Sweater,Clothing,M,Pink,Winter,4.3,PROD5148
Shorts,Clothing,L,Purple,Fall,4.3,PROD5149
Belt,Accessories,M,Lavender,Winter,4.6,PROD5150
Blouse,Clothing,M,Peach,Spring,2.6,PROD5151
T-shirt,Clothing,L,Orange,Fall,3.1,PROD5152
Belt,Accessories,M,Red,Fall,3.1,PROD5153
Socks,Clothing,L,Red,Fall,3.1,PROD5154
Belt,Accessories,M,Gold,Winter,4.4,PROD5155
Handbag,Accessories,M,Brown,Fall,4.3,PROD5156
Shirt,Clothing,M,Black,Winter,3.1,PROD5157
Belt,Accessories,L,Red,Fall,3.1,PROD5158
Jewelry,Accessories,M,Gray,Winter,4.9,PROD5159
Hat,Accessories,L,Pink,Winter,2.9,PROD5160
Backpack,Accessories,XL,Turquoise,Fall,3.8,PROD5161
Dress,Clothing,S,Charcoal,Winter,4.2,PROD5162
Shoes,Footwear,L,Blue,Winter,3.9,PROD5163
Pants,Clothing,XL,Turquoise,Summer,2.8,PROD5164
Dress,Clothing,L,Silver,Winter,2.6,PROD5165
Jacket,Outerwear,M,Lavender,Spring,3,PROD5166
Shirt,Clothing,M,Gold,Winter,2.7,PROD5167
Dress,Clothing,M,Blue,Fall,2.8,PROD5168
Jeans,Clothing,M,Orange,Spring,2.9,PROD5169
T-shirt,Clothing,M,White,Fall,3.8,PROD5170
Sunglasses,Accessories,XL,Charcoal,Spring,4.4,PROD5171
Jewelry,Accessories,M,Maroon,Spring,3.1,PROD5172
Socks,Clothing,M,Olive,Fall,3.7,PROD5173
Skirt,Clothing,L,Teal,Summer,4.9,PROD5174
Pants,Clothing,L,Orange,Winter,3.8,PROD5175
Socks,Clothing,M,Maroon,Fall,3.4,PROD5176
Sandals,Footwear,XL,Turquoise,Spring,4.6,PROD5177
Belt,Accessories,L,Beige,Fall,3.2,PROD5178
Sandals,Footwear,L,Beige,Spring,2.7,PROD5179
Shorts,Clothing,M,Olive,Spring,4.3,PROD5180
Handbag,Accessories,L,Turquoise,Fall,3.8,PROD5181
Jacket,Outerwear,M,Charcoal,Summer,4.4,PROD5182
Sunglasses,Accessories,L,Green,Fall,3.6,PROD5183
Sneakers,Footwear,M,Green,Winter,3.5,PROD5184
Sweater,Clothing,L,Green,Spring,4.2,PROD5185
Skirt,Clothing,L,Gold,Fall,4.7,PROD5186
Jewelry,Accessories,S,Cyan,Winter,4.8,PROD5187
Blouse,Clothing,L,Indigo,Winter,3.2,PROD5188
Blouse,Clothing,M,Lavender,Winter,3.5,PROD5189
Boots,Footwear,M,Beige,Summer,4.2,PROD5190
Jeans,Clothing,S,Purple,Fall,3.4,PROD5191
Hoodie,Clothing,XL,Maroon,Winter,4.7,PROD5192
Sweater,Clothing,S,Maroon,Fall,3,PROD5193
Gloves,Accessories,L,Teal,Winter,4,PROD5194
Sneakers,Footwear,L,Gold,Summer,4.6,PROD5195
Sunglasses,Accessories,S,Red,Spring,4.9,PROD5196
Belt,Accessories,L,Maroon,Winter,2.8,PROD5197
Sweater,Clothing,M,Teal,Spring,3.2,PROD5198
Gloves,Accessories,L,Peach,Winter,2.8,PROD5199
Handbag,Accessories,XL,Pink,Winter,4.2,PROD5200
Socks,Clothing,L,Black,Spring,4.8,PROD5201
Pants,Clothing,S,Indigo,Fall,2.8,PROD5202
Scarf,Accessories,L,Green,Fall,4.5,PROD5203
Coat,Outerwear,L,Teal,Spring,4.1,PROD5204
Jacket,Outerwear,XL,Lavender,Fall,4.3,PROD5205
Hoodie,Clothing,XL,Magenta,Fall,4.4,PROD5206
Boots,Footwear,M,Brown,Winter,3,PROD5207
Socks,Clothing,XL,Beige,Summer,2.7,PROD5208
Jewelry,Accessories,L,Indigo,Winter,3.3,PROD5209
Shoes,Footwear,L,Peach,Fall,4.3,PROD5210
Socks,Clothing,M,Magenta,Summer,2.9,PROD5211
Pants,Clothing,L,Turquoise,Winter,4.9,PROD5212
Sneakers,Footwear,M,Indigo,Winter,3.6,PROD5213
Sunglasses,Accessories,M,Brown,Winter,3.3,PROD5214
Skirt,Clothing,M,Yellow,Spring,3.1,PROD5215
Coat,Outerwear,M,Magenta,Summer,2.7,PROD5216
Hoodie,Clothing,S,Olive,Winter,3.4,PROD5217
Sunglasses,Accessories,M,Silver,Fall,3.4,PROD5218
Skirt,Clothing,M,Teal,Fall,3.9,PROD5219
Coat,Outerwear,L,White,Summer,3.5,PROD5220
Handbag,Accessories,M,Blue,Fall,4.1,PROD5221
T-shirt,Clothing,M,Yellow,Winter,3.2,PROD5222
Sunglasses,Accessories,S,Maroon,Fall,4.6,PROD5223
Shirt,Clothing,S,Gray,Spring,3.9,PROD5224
Hoodie,Clothing,L,Indigo,Winter,2.7,PROD5225
Blouse,Clothing,M,Pink,Fall,3,PROD5226
Sneakers,Footwear,XL,Beige,Spring,3.3,PROD5227
Scarf,Accessories,XL,White,Fall,2.7,PROD5228
Jewelry,Accessories,M,Yellow,Spring,4.6,PROD5229
Pants,Clothing,M,Teal,Fall,2.7,PROD5230
Sneakers,Footwear,M,Olive,Summer,2.5,PROD5231
Shoes,Footwear,M,Maroon,Winter,4.4,PROD5232
T-shirt,Clothing,M,White,Spring,4,PROD5233
Belt,Accessories,M,Lavender,Fall,3.8,PROD5234
Jewelry,Accessories,M,Black,Winter,2.5,PROD5235
Belt,Accessories,M,Green,Summer,4,PROD5236
Belt,Accessories,L,Olive,Fall,4.1,PROD5237
T-shirt,Clothing,M,Gray,Summer,2.8,PROD5238
Sneakers,Footwear,XL,Teal,Fall,3.4,PROD5239
